No,E,N,ndsm,ndvi,class6
14257,537142.222,5228977.719,9.36,0.397959184,t
14258,537141.734,5228978.112,9.23,0.502890173,t
14259,537141.579,5228978.404,9.12,0.316770186,t
14260,537141.768,5228978.224,9.15,0.441340782,t
14261,537141.614,5228978.515,8.9,0.267080745,t
14262,537141.802,5228978.335,9.01,0.445086705,t
14263,537141.648,5228978.626,8.55,0.633027523,t
14264,537141.836,5228978.447,8.88,0.389473684,t
14265,537141.682,5228978.738,8.53,0.456953642,t
14266,537141.871,5228978.558,8.79,0.294117647,t
14267,537141.717,5228978.849,8.48,0.407821229,t
14268,537141.905,5228978.669,8.69,0.411111111,t
14269,537141.751,5228978.96,8.42,0.798319328,t
14270,537141.939,5228978.781,8.59,0.590643275,t
14271,537141.785,5228979.072,8.32,0.324324324,t
14272,537141.973,5228978.892,8.52,0.421319797,t
14273,537141.819,5228979.183,8.21,0.507462687,t
14274,537141.854,5228979.294,8.07,0.453333333,t
14275,537142.008,5228979.003,8.46,0.375,t
14276,537141.888,5228979.406,8.02,0.474576271,t
14277,537142.042,5228979.115,8.4,0.298969072,t
14278,537142.076,5228979.226,8.34,0.360406091,t
14279,537141.922,5228979.517,8.07,0.5,t
14280,537142.11,5228979.337,8.3,0.307317073,t
14281,537142.145,5228979.449,8.4,0.367231638,t
14282,537141.365,5228978.104,9.31,0.329896907,t
14283,537141.4,5228978.215,9.31,0.488888889,t
14284,537141.434,5228978.327,9.3,0.308510638,t
14285,537141.468,5228978.438,9.21,0.407894737,t
14286,537141.537,5228978.661,7.79,0.486111111,t
14287,537141.571,5228978.772,7.56,0.348066298,t
14288,537141.605,5228978.883,7.43,0.298245614,t
14289,537141.639,5228978.995,8.29,0.296296296,t
14290,537141.674,5228979.106,8.28,0.978947368,t
14291,537141.708,5228979.217,8.18,0.956521739,t
14292,537141.742,5228979.329,8.02,0.93220339,t
14293,537141.776,5228979.44,7.93,0.943661972,t
14294,537141.254,5228978.138,9.31,0.407407407,t
14295,537141.288,5228978.25,9.3,0.485714286,t
14296,537141.323,5228978.361,9.3,0.333333333,t
14297,537141.391,5228978.584,7.81,0.560606061,t
14298,537141.425,5228978.695,8,0.714285714,t
14299,537141.46,5228978.806,8.21,0.303867403,t
14300,537141.494,5228978.918,7.65,0.337837838,t
14301,537141.528,5228979.029,8.23,0.911111111,t
14302,537141.562,5228979.14,9.98,0.958333333,t
14303,537141.597,5228979.252,9.98,0.446428571,t
14304,537141.665,5228979.474,7.88,0.904761905,t
14305,537142.076,5228977.641,9.32,0.39,t
14306,537142.111,5228977.753,9.33,0.371727749,t
14307,537141.143,5228978.172,9.31,0.359605911,t
14308,537141.177,5228978.284,9.3,0.442105263,t
14309,537141.245,5228978.506,7.77,0.422459893,t
14310,537141.28,5228978.618,7.95,0.48502994,t
14311,537141.314,5228978.729,8.16,0.420289855,t
14312,537141.348,5228978.841,8.29,0.355704698,t
14313,537141.382,5228978.952,8.26,0.92,t
14314,537141.417,5228979.063,9.94,0.976470588,t
14315,537141.451,5228979.175,9.93,0.791666667,t
14316,537141.485,5228979.286,9.92,0.974683544,t
14317,537141.519,5228979.397,9.83,0.96,t
14318,537141.031,5228978.207,9.32,0.326530612,t
14319,537141.066,5228978.318,9.29,0.307692308,t
14320,537141.1,5228978.429,7.95,0.417142857,t
14321,537141.134,5228978.541,7.98,0.425531915,t
14322,537141.168,5228978.652,8.08,0.458823529,t
14323,537141.203,5228978.763,8.19,0.407821229,t
14324,537141.237,5228978.875,8.27,0.358695652,t
14325,537141.271,5228978.986,8.34,0.341614907,t
14326,537141.305,5228979.097,8.47,0.555555556,t
14327,537141.34,5228979.209,9.85,0.97826087,t
14328,537141.374,5228979.32,9.8,0.784946237,t
14329,537141.408,5228979.432,9.71,0.358974359,t
14330,537141.442,5228979.543,9.6,0.903225806,t
14331,537140.92,5228978.241,8.1,0.365591398,t
14332,537140.954,5228978.352,8.05,0.426966292,t
14333,537140.988,5228978.464,8.06,0.428571429,t
14334,537141.023,5228978.575,8.12,0.396984925,t
14335,537141.057,5228978.686,8.22,0.425531915,t
14336,537141.091,5228978.798,8.29,0.393364929,t
14337,537141.126,5228978.909,8.39,0.39,t
14338,537141.16,5228979.02,8.75,0.366336634,t
14339,537141.965,5228977.676,9.27,0.403141361,t
14340,537141.194,5228979.132,8.64,0.539568345,t
14341,537141.228,5228979.243,9.7,0.857142857,t
14342,537141.999,5228977.787,9.28,0.351648352,t
14343,537141.263,5228979.354,9.63,0.97826087,t
14344,537141.297,5228979.466,9.63,0.565217391,t
14345,537141.331,5228979.577,9.59,0.850746269,t
14346,537140.809,5228978.275,8.09,0.300613497,t
14347,537140.843,5228978.387,8.04,0.511904762,t
14348,537140.877,5228978.498,8.06,0.46961326,t
14349,537140.911,5228978.609,8.16,0.406698565,t
14350,537140.946,5228978.721,8.32,0.383886256,t
14351,537140.98,5228978.832,8.41,0.368421053,t
14352,537141.014,5228978.943,8.84,0.350253807,t
14353,537141.048,5228979.055,9.16,0.308900524,t
14354,537141.083,5228979.166,9.39,0.333333333,t
14355,537141.117,5228979.277,9.43,0.403314917,t
14356,537141.151,5228979.389,9.56,0.916666667,t
14357,537141.185,5228979.5,9.5,0.784946237,t
14358,537140.697,5228978.309,8.71,0.619047619,t
14359,537140.732,5228978.421,8.98,0.421319797,t
14360,537140.766,5228978.532,9.1,0.395121951,t
14361,537140.8,5228978.643,9.34,0.361111111,t
14362,537140.834,5228978.755,9.51,0.420289855,t
14363,537140.869,5228978.866,9.52,0.354166667,t
14364,537140.903,5228978.978,9.45,0.384615385,t
14365,537140.937,5228979.089,9.46,0.398843931,t
14366,537140.971,5228979.2,9.45,0.313131313,t
14367,537141.006,5228979.312,9.44,0.294117647,t
14368,537141.04,5228979.423,9.4,0.314285714,t
14369,537141.074,5228979.534,9.46,0.298969072,t
14370,537141.854,5228977.71,9.13,0.404255319,t
14371,537141.888,5228977.821,9.15,0.391752577,t
14372,537140.586,5228978.344,8.94,0.396039604,t
14373,537140.62,5228978.455,9.12,0.347826087,t
14374,537140.654,5228978.566,9.23,0.306122449,t
14375,537140.689,5228978.678,9.5,0.336787565,t
14376,537140.723,5228978.789,9.68,0.381642512,t
14377,537140.757,5228978.9,9.7,0.394285714,t
14378,537141.52,5228977.813,9.17,0.357142857,t
14379,537140.791,5228979.012,9.61,0.664,t
14380,537141.554,5228977.924,9.23,0.38317757,t
14381,537140.826,5228979.123,9.52,0.43373494,t
14382,537140.86,5228979.234,9.47,0.476744186,t
14383,537140.894,5228979.346,9.4,0.461988304,t
14384,537140.929,5228979.457,9.3,0.361702128,t
14385,537140.963,5228979.569,9.22,0.384615385,t
14386,537149.459,5228991.337,2.84,0.274853801,t
14387,537149.493,5228991.449,2.83,0.293413174,t
14388,537149.527,5228991.56,2.59,0.255555556,t
14389,537149.562,5228991.671,2.76,0.206703911,t
14390,537149.596,5228991.783,1.68,0.382352941,t
14391,537149.63,5228991.894,1.72,0.253521127,t
14392,537149.664,5228992.006,1.74,0.156462585,t
14393,537149.699,5228992.117,1.71,0.333333333,t
14394,537149.733,5228992.228,1.49,0.32231405,t
14395,537149.767,5228992.34,1.48,0.171052632,t
14396,537149.801,5228992.451,1.46,0.234042553,t
14397,537149.168,5228992.768,0.116,0.280701754,t
14398,537148.234,5228991.714,0.979,0.132653061,t
14399,537148.268,5228991.826,0.915,0.302857143,t
14400,537149.347,5228991.372,2.81,0.208633094,t
14401,537148.302,5228991.937,0.765,0.379310345,t
14402,537149.382,5228991.483,2.63,0.305555556,t
14403,537148.337,5228992.048,0.498,0.229885057,t
14404,537149.416,5228991.594,2.39,0.353293413,t
14405,537148.371,5228992.16,0.361,0.252631579,t
14406,537149.484,5228991.817,1.69,0.385714286,t
14407,537148.405,5228992.271,0.467,0.267015707,t
14408,537149.519,5228991.928,1.69,0.365853659,t
14409,537148.439,5228992.382,0.543,0.379310345,t
14410,537149.553,5228992.04,1.72,0.290322581,t
14411,537148.474,5228992.494,0.48,0.358695652,t
14412,537149.587,5228992.151,1.7,0.391304348,t
14413,537148.508,5228992.605,0.415,0.292307692,t
14414,537149.621,5228992.262,1.52,0.405405405,t
14415,537148.542,5228992.716,0.263,0.291666667,t
14416,537149.656,5228992.374,1.47,0.414285714,t
14417,537148.577,5228992.828,0.095,0.322404372,t
14418,537149.69,5228992.485,1.5,0.267973856,t
14419,537149.236,5228991.406,2.68,0.321212121,t
14420,537149.27,5228991.517,2.75,0.463414634,t
14421,537149.305,5228991.629,2.66,0.337837838,t
14422,537149.339,5228991.74,1.36,0.428571429,t
14423,537149.373,5228991.851,1.6,0.411764706,t
14424,537149.407,5228991.963,1.53,0.680851064,t
14425,537149.442,5228992.074,1.69,0.613636364,t
14426,537149.476,5228992.185,1.7,0.536842105,t
14427,537149.056,5228992.802,0.123,0.244444444,t
14428,537149.51,5228992.297,1.48,0.463917526,t
14429,537148.362,5228992.528,0.46,0.353658537,t
14430,537149.544,5228992.408,1.48,0.440860215,t
14431,537148.397,5228992.639,0.401,0.29787234,t
14432,537149.579,5228992.519,1.47,0.290909091,t
14433,537148.431,5228992.751,0.288,0.242424242,t
14434,537148.465,5228992.862,0.108,0.28342246,t
14435,537149.125,5228991.44,2.67,0.219512195,t
14436,537149.159,5228991.552,2.66,0.291666667,t
14437,537149.193,5228991.663,2.68,0.875,t
14438,537149.228,5228991.774,1.42,0.741176471,t
14439,537149.262,5228991.886,1.2,0.636363636,t
14440,537149.296,5228991.997,1.24,0.765957447,t
14441,537149.33,5228992.108,1.34,0.726315789,t
14442,537149.365,5228992.22,1.66,0.645833333,t
14443,537149.399,5228992.331,1.46,0.488,t
14444,537149.433,5228992.442,1.47,0.35,t
14445,537149.467,5228992.554,-0.016,0.333333333,t
14446,537149.013,5228991.474,2.31,0.194174757,t
14447,537149.048,5228991.586,2.67,0.205741627,t
14448,537149.082,5228991.697,2.72,0.240223464,t
14449,537149.116,5228991.808,0.862,0.79245283,t
14450,537149.15,5228991.92,0.942,0.975903614,t
14451,537149.185,5228992.031,0.953,0.977011494,t
14452,537149.219,5228992.143,1,0.512195122,t
14453,537149.253,5228992.254,0.684,0.835294118,t
14454,537149.287,5228992.365,1.43,0.464285714,t
14455,537149.322,5228992.477,0.276,0.270072993,t
14456,537149.356,5228992.588,0.184,0.271028037,t
14457,537148.902,5228991.509,2.15,0.3,t
14458,537148.936,5228991.62,2.3,0.240641711,t
14459,537149.005,5228991.843,0.857,0.340909091,t
14460,537149.039,5228991.954,0.892,0.401360544,t
14461,537149.073,5228992.065,0.866,0.826086957,t
14462,537149.108,5228992.177,0.826,0.563909774,t
14463,537149.142,5228992.288,0.524,0.247058824,t
14464,537149.176,5228992.399,0.395,0.444444444,t
14465,537149.21,5228992.511,0.31,0.333333333,t
14466,537149.245,5228992.622,0.251,0.312,t
14467,537148.791,5228991.543,2.21,0.540740741,t
14468,537148.825,5228991.654,2.16,0.365269461,t
14469,537148.859,5228991.766,1.8,0.365853659,t
14470,537148.893,5228991.877,0.744,0.374233129,t
14471,537148.928,5228991.988,0.813,0.318181818,t
14472,537148.962,5228992.1,0.802,0.285714286,t
14473,537148.996,5228992.211,0.755,0.537037037,t
14474,537149.03,5228992.322,0.509,0.364341085,t
14475,537149.724,5228992.597,0.417,0.234042553,t
14476,537149.065,5228992.434,0.426,0.436619718,t
14477,537149.759,5228992.708,0.43,0.252873563,t
14478,537149.099,5228992.545,0.341,0.504132231,t
14479,537149.133,5228992.656,0.263,0.372881356,t
14480,537148.679,5228991.577,2.21,0.258536585,t
14481,537148.714,5228991.689,2.18,0.344827586,t
14482,537148.748,5228991.8,1.68,0.295336788,t
14483,537148.782,5228991.911,0.703,0.32967033,t
14484,537148.816,5228992.023,0.709,0.312820513,t
14485,537148.851,5228992.134,0.731,0.430555556,t
14486,537148.885,5228992.245,0.707,0.596330275,t
14487,537148.919,5228992.357,0.32,0.755102041,t
14488,537148.953,5228992.468,0.265,0.366906475,t
14489,537148.988,5228992.579,0.159,0.439393939,t
14490,537149.022,5228992.691,0.086,0.571428571,t
14491,537149.613,5228992.631,0.183,0.325842697,t
14492,537148.568,5228991.611,1.86,0.240641711,t
14493,537148.602,5228991.723,2.19,0.195979899,t
14494,537148.637,5228991.834,0.692,0.2039801,t
14495,537148.671,5228991.946,0.689,0.211009174,t
14496,537148.705,5228992.057,0.703,0.286384977,t
14497,537148.739,5228992.168,0.752,0.349753695,t
14498,537148.774,5228992.28,0.733,0.329608939,t
14499,537148.808,5228992.391,0.35,0.348837209,t
14500,537148.842,5228992.502,0.282,0.653543307,t
14501,537148.876,5228992.614,0.199,0.37254902,t
14502,537148.911,5228992.725,0.102,0.618181818,t
14503,537149.502,5228992.665,-0.023,0.161904762,t
14504,537148.457,5228991.646,1.57,0.516129032,t
14505,537148.491,5228991.757,1.84,0.464788732,t
14506,537148.525,5228991.868,0.276,0.216931217,t
14507,537148.559,5228991.98,0.306,0.255102041,t
14508,537148.594,5228992.091,0.332,0.194174757,t
14509,537148.628,5228992.202,0.392,0.240740741,t
14510,537148.662,5228992.314,0.393,0.32,t
14511,537148.696,5228992.425,0.439,0.303482587,t
14512,537148.731,5228992.537,0.394,0.349112426,t
14513,537148.765,5228992.648,0.274,0.383647799,t
14514,537148.799,5228992.759,0.145,0.192771084,t
14515,537148.345,5228991.68,1.11,0.57037037,t
14516,537149.39,5228992.699,0.004,0.269230769,t
14517,537148.38,5228991.791,1.08,0.72972973,t
14518,537148.414,5228991.903,0.527,0.2625,t
14519,537148.448,5228992.014,0.377,0.172043011,t
14520,537148.482,5228992.125,0.377,0.642857143,t
14521,537148.517,5228992.237,0.443,0.311827957,t
14522,537148.551,5228992.348,0.492,0.294117647,t
14523,537148.585,5228992.459,0.443,0.287804878,t
14524,537148.619,5228992.571,0.379,0.423728814,t
14525,537148.654,5228992.682,0.24,0.401273885,t
14526,537148.688,5228992.793,0.085,0.345238095,t
14527,537149.681,5228991.269,2.88,0.214285714,t
14528,537149.716,5228991.38,2.89,0.216080402,t
14529,537149.75,5228991.492,2.76,0.282608696,t
14530,537149.57,5228991.303,2.86,0.245901639,t
14531,537149.604,5228991.415,2.87,0.217821782,t
14532,537149.279,5228992.734,0.071,0.296296296,t
14533,537149.639,5228991.526,2.62,0.255319149,t
14534,537149.673,5228991.637,2.81,0.337662338,t
14535,537149.707,5228991.749,1.72,0.289156627,t
14536,537149.741,5228991.86,1.74,0.058139535,t
14537,537158.801,5228867.186,5.91,0.195652174,t
14538,537158.835,5228867.298,5.82,0.239766082,t
14539,537158.869,5228867.409,5.72,0.239583333,t
14540,537157.61,5228869.259,4.74,0.291925466,t
14541,537158.903,5228867.52,5.66,0.167420814,t
14542,537157.644,5228869.37,4.78,0.294117647,t
14543,537158.938,5228867.632,5.68,0.205240175,t
14544,537157.679,5228869.482,4.87,0.358778626,t
14545,537158.972,5228867.743,5.73,0.245614035,t
14546,537157.713,5228869.593,4.96,0.248322148,t
14547,537159.006,5228867.854,5.83,0.156626506,t
14548,537157.747,5228869.704,5.05,0.372972973,t
14549,537159.04,5228867.966,5.98,0.151020408,t
14550,537159.075,5228868.077,6.04,0.152542373,t
14551,537159.109,5228868.188,5.98,0.150442478,t
14552,537159.143,5228868.3,5.89,0.21875,t
14553,537159.178,5228868.411,5.85,0.270935961,t
14554,537159.212,5228868.523,5.86,0.238095238,t
14555,537159.246,5228868.634,5.9,0.150214592,t
14556,537159.28,5228868.745,5.95,0.205240175,t
14557,537159.315,5228868.857,6.03,0.161016949,t
14558,537159.349,5228868.968,6.15,0.205479452,t
14559,537159.383,5228869.079,6.29,0.20361991,t
14560,537159.417,5228869.191,6.38,0.221153846,t
14561,537159.452,5228869.302,6.43,0.203389831,t
14562,537159.486,5228869.413,6.44,0.175965665,t
14563,537159.52,5228869.525,6.44,0.211009174,t
14564,537159.554,5228869.636,6.43,0.19,t
14565,537159.589,5228869.747,6.39,0.221052632,t
14566,537159.623,5228869.859,6.37,0.37254902,t
14567,537159.657,5228869.97,6.38,0.300546448,t
14568,537157.567,5228869.516,4.79,0.432432432,t
14569,537157.601,5228869.627,4.86,0.301587302,t
14570,537158.655,5228867.109,5.91,0.20212766,t
14571,537158.689,5228867.221,5.86,0.174757282,t
14572,537158.724,5228867.332,5.8,0.205741627,t
14573,537158.758,5228867.443,5.78,0.20361991,t
14574,537158.792,5228867.555,5.81,0.140350877,t
14575,537158.826,5228867.666,5.86,0.166666667,t
14576,537158.861,5228867.777,5.9,0.154471545,t
14577,537158.895,5228867.889,5.94,0.12,t
14578,537158.929,5228868,5.96,0.11965812,t
14579,537158.963,5228868.111,5.96,0.142857143,t
14580,537158.998,5228868.223,5.94,0.159292035,t
14581,537159.032,5228868.334,5.92,0.221153846,t
14582,537159.066,5228868.445,5.92,0.128205128,t
14583,537159.1,5228868.557,5.92,0.176470588,t
14584,537159.135,5228868.668,5.94,0.238095238,t
14585,537159.169,5228868.779,5.97,0.205882353,t
14586,537159.203,5228868.891,6.04,0.189189189,t
14587,537159.237,5228869.002,6.14,0.233830846,t
14588,537159.272,5228869.114,6.26,0.213930348,t
14589,537159.306,5228869.225,6.36,0.287958115,t
14590,537159.34,5228869.336,6.42,0.168421053,t
14591,537159.374,5228869.448,6.46,0.178082192,t
14592,537159.409,5228869.559,6.46,0.2,t
14593,537159.443,5228869.67,6.43,0.273743017,t
14594,537159.477,5228869.782,6.35,0.256097561,t
14595,537159.511,5228869.893,6.28,0.402597403,t
14596,537159.546,5228870.004,6.25,0.236180905,t
14597,537158.509,5228867.032,5.79,0.135135135,t
14598,537158.544,5228867.143,5.83,0.207729469,t
14599,537158.578,5228867.255,5.81,0.12037037,t
14600,537158.612,5228867.366,5.78,0.147058824,t
14601,537158.647,5228867.478,5.79,0.136363636,t
14602,537158.681,5228867.589,5.83,0.201970443,t
14603,537158.715,5228867.7,5.89,0.168224299,t
14604,537158.749,5228867.812,5.92,0.154811715,t
14605,537158.784,5228867.923,5.95,0.14516129,t
14606,537158.818,5228868.034,5.97,0.156118143,t
14607,537158.852,5228868.146,5.97,0.156950673,t
14608,537158.886,5228868.257,5.96,0.141630901,t
14609,537158.921,5228868.368,5.94,0.142857143,t
14610,537158.955,5228868.48,5.94,0.135802469,t
14611,537158.989,5228868.591,5.94,0.115879828,t
14612,537159.023,5228868.702,5.95,0.246073298,t
14613,537159.058,5228868.814,6,0.196172249,t
14614,537159.092,5228868.925,6.04,0.156398104,t
14615,537159.126,5228869.036,6.12,0.164948454,t
14616,537159.16,5228869.148,6.21,0.303225806,t
14617,537159.195,5228869.259,6.29,0.265625,t
14618,537159.229,5228869.37,6.33,0.129411765,t
14619,537159.263,5228869.482,6.34,0.395061728,t
14620,537159.297,5228869.593,6.32,0.204301075,t
14621,537159.332,5228869.705,6.29,0.188888889,t
14622,537159.366,5228869.816,6.24,0.303797468,t
14623,537159.4,5228869.927,6.2,0.367741935,t
14624,537158.398,5228867.066,5.75,0.157894737,t
14625,537158.432,5228867.178,5.8,0.154545455,t
14626,537158.467,5228867.289,5.78,0.146666667,t
14627,537158.501,5228867.4,5.74,0.160377358,t
14628,537158.535,5228867.512,5.77,0.141630901,t
14629,537158.569,5228867.623,5.83,0.166666667,t
14630,537158.604,5228867.734,5.88,0.182222222,t
14631,537158.638,5228867.846,5.91,0.140350877,t
14632,537158.672,5228867.957,5.92,0.13559322,t
14633,537158.706,5228868.069,5.93,0.191111111,t
14634,537158.741,5228868.18,5.94,0.192488263,t
14635,537158.775,5228868.291,5.94,0.159817352,t
14636,537158.809,5228868.403,5.95,0.23857868,t
14637,537158.843,5228868.514,5.95,0.117370892,t
14638,537158.878,5228868.625,5.96,0.105990783,t
14639,537158.912,5228868.737,5.97,0.166666667,t
14640,537158.946,5228868.848,5.99,0.205741627,t
14641,537158.98,5228868.959,6.02,0.164179104,t
14642,537159.015,5228869.071,6.06,0.169398907,t
14643,537159.049,5228869.182,6.11,0.309352518,t
14644,537159.083,5228869.293,6.15,0.4,t
14645,537159.118,5228869.405,6.15,0.362318841,t
14646,537159.152,5228869.516,6.17,0.304347826,t
14647,537159.186,5228869.627,6.17,0.238095238,t
14648,537159.22,5228869.739,6.15,0.280487805,t
14649,537159.255,5228869.85,6.13,0.414965986,t
14650,537159.289,5228869.961,6.12,0.2,t
14651,537158.287,5228867.101,5.77,0.174757282,t
14652,537158.321,5228867.212,5.79,0.178743961,t
14653,537158.355,5228867.323,5.75,0.141509434,t
14654,537158.39,5228867.435,5.73,0.223300971,t
14655,537158.424,5228867.546,5.76,0.12033195,t
14656,537158.458,5228867.657,5.83,0.196261682,t
14657,537158.492,5228867.769,5.86,0.144186047,t
14658,537158.527,5228867.88,5.85,0.113402062,t
14659,537158.561,5228867.991,5.84,0.12962963,t
14660,537160.094,5228867.032,6.06,0.161016949,t
14661,537158.595,5228868.103,5.84,0.153439153,t
14662,537160.128,5228867.144,5.76,0.173913043,t
14663,537158.629,5228868.214,5.86,0.138888889,t
14664,537158.664,5228868.325,5.89,0.159817352,t
14665,537158.698,5228868.437,5.92,0.244019139,t
14666,537158.732,5228868.548,5.94,0.185520362,t
