No,E,N,ndsm,ndvi,class6
13715,537166.294,5228893.524,11.9,0.398601399,t
13716,537166.328,5228893.636,12,0.297297297,t
13717,537165.737,5228892.111,11.8,0.329268293,t
13718,537165.772,5228892.223,11.8,0.357575758,t
13719,537165.806,5228892.334,11.8,0.325714286,t
13720,537165.84,5228892.445,11.8,0.34591195,t
13721,537165.874,5228892.557,11.7,0.281437126,t
13722,537165.909,5228892.668,11.7,0.337349398,t
13723,537165.943,5228892.779,11.7,0.25443787,t
13724,537165.977,5228892.891,11.8,0.307692308,t
13725,537166.011,5228893.002,12,0.268571429,t
13726,537166.046,5228893.113,12.1,0.259668508,t
13727,537166.08,5228893.225,12.2,0.243243243,t
13728,537166.114,5228893.336,12.1,0.281767956,t
13729,537166.148,5228893.447,12.1,0.275862069,t
13730,537166.183,5228893.559,12.2,0.317073171,t
13731,537166.217,5228893.67,12.3,0.300613497,t
13732,537166.251,5228893.781,12.3,0.363636364,t
13733,537165.626,5228892.145,11.8,0.329341317,t
13734,537165.66,5228892.257,11.9,0.265536723,t
13735,537164.17,5228892.959,13.6,0.222929936,t
13736,537165.694,5228892.368,11.9,0.263736264,t
13737,537165.729,5228892.479,11.9,0.28,t
13738,537164.204,5228893.07,13.6,0.246753247,t
13739,537165.763,5228892.591,11.9,0.244444444,t
13740,537165.797,5228892.702,12,0.248677249,t
13741,537164.238,5228893.182,13.6,0.248322148,t
13742,537165.831,5228892.814,12.1,0.281767956,t
13743,537165.866,5228892.925,12.2,0.28,t
13744,537164.273,5228893.293,13.6,0.337748344,t
13745,537165.926,5228891.931,10.3,0.247191011,t
13746,537165.9,5228893.036,12.3,0.27173913,t
13747,537165.934,5228893.148,12.4,0.272727273,t
13748,537165.968,5228893.259,12.4,0.277108434,t
13749,537166.003,5228893.37,12.3,0.279503106,t
13750,537166.902,5228892.728,11.2,0.34591195,t
13751,537166.936,5228892.839,11.4,0.238095238,t
13752,537166.037,5228893.482,12.5,0.271604938,t
13753,537167.005,5228893.062,10.4,0.233333333,t
13754,537166.071,5228893.593,12.4,0.37254902,t
13755,537166.105,5228893.704,12.6,0.382716049,t
13756,537166.14,5228893.816,12.5,0.286549708,t
13757,537164.547,5228894.184,12.2,0.180851064,t
13758,537164.581,5228894.295,11.8,0.125628141,t
13759,537165.746,5228891.743,9.83,0.247058824,t
13760,537165.78,5228891.854,9.97,0.292682927,t
13761,537165.515,5228892.18,11.9,0.248618785,t
13762,537165.549,5228892.291,11.9,0.273743017,t
13763,537165.583,5228892.402,11.9,0.238636364,t
13764,537165.617,5228892.514,12,0.239766082,t
13765,537165.652,5228892.625,12.1,0.279069767,t
13766,537104.505,5228897.907,10.8,0.418994413,t
13767,537104.539,5228898.018,10.7,0.465116279,t
13768,537105.558,5228896.973,11.1,0.359550562,t
13769,537105.593,5228897.085,11,0.425,t
13770,537104.573,5228898.13,10.7,0.397849462,t
13771,537105.627,5228897.196,10.9,0.513513514,t
13772,537104.608,5228898.241,10.5,0.4,t
13773,537105.661,5228897.307,10.8,0.555555556,t
13774,537104.642,5228898.352,10.5,0.452513966,t
13775,537105.695,5228897.419,10.8,0.631578947,t
13776,537105.73,5228897.53,10.8,0.869158879,t
13777,537104.676,5228898.464,10.5,0.523076923,t
13778,537105.764,5228897.641,10.8,0.447513812,t
13779,537105.798,5228897.753,10.8,0.323232323,t
13780,537105.832,5228897.864,10.8,0.414893617,t
13781,537105.867,5228897.975,11.1,0.417085427,t
13782,537105.901,5228898.087,11.2,0.815384615,t
13783,537105.935,5228898.198,11.5,0.826771654,t
13784,537105.045,5228896.888,9.35,0.358695652,t
13785,537105.97,5228898.309,11.6,0.694915254,t
13786,537106.004,5228898.421,11.5,0.978021978,t
13787,537105.079,5228896.999,9.56,0.469879518,t
13788,537106.629,5228896.888,10.1,0.474860335,t
13789,537105.447,5228897.008,11.1,0.507692308,t
13790,537105.481,5228897.119,11,0.56097561,t
13791,537105.516,5228897.23,10.9,0.685950413,t
13792,537105.55,5228897.342,10.8,0.565891473,t
13793,537105.584,5228897.453,10.7,0.978494624,t
13794,537105.618,5228897.564,10.7,0.79245283,t
13795,537105.653,5228897.676,10.8,0.392857143,t
13796,537105.687,5228897.787,10.8,0.38121547,t
13797,537105.721,5228897.898,10.9,0.502824859,t
13798,537105.755,5228898.01,11.3,0.350253807,t
13799,537105.79,5228898.121,11.6,0.488636364,t
13800,537105.824,5228898.232,11.9,0.411764706,t
13801,537105.858,5228898.344,11.9,0.521472393,t
13802,537106.483,5228896.811,10.2,0.477777778,t
13803,537106.518,5228896.922,10,0.696551724,t
13804,537105.336,5228897.042,10.9,0.616,t
13805,537106.552,5228897.033,10.2,0.732394366,t
13806,537105.37,5228897.153,10.9,0.660714286,t
13807,537104.462,5228898.164,10.7,0.43877551,t
13808,537105.404,5228897.265,10.8,0.978723404,t
13809,537106.586,5228897.145,10.3,0.478723404,t
13810,537105.439,5228897.376,10.7,0.94,t
13811,537104.496,5228898.275,10.7,0.432989691,t
13812,537105.473,5228897.487,10.6,0.979591837,t
13813,537104.531,5228898.387,10.6,0.378947368,t
13814,537105.507,5228897.599,10.6,0.746268657,t
13815,537105.541,5228897.71,10.7,0.428571429,t
13816,537105.576,5228897.821,10.7,0.418994413,t
13817,537104.933,5228896.922,9.62,0.375,t
13818,537105.61,5228897.933,11,0.494117647,t
13819,537105.644,5228898.044,11.3,0.448275862,t
13820,537104.967,5228897.033,9.99,0.469135802,t
13821,537105.678,5228898.155,11.8,0.405714286,t
13822,537105.713,5228898.267,11.9,0.428571429,t
13823,537105.747,5228898.378,11.9,0.483146067,t
13824,537105.224,5228897.076,10.6,0.590551181,t
13825,537105.259,5228897.187,10.7,0.955555556,t
13826,537105.293,5228897.299,10.6,0.764705882,t
13827,537105.327,5228897.41,10.5,0.658227848,t
13828,537106.372,5228896.845,10.2,0.511111111,t
13829,537105.361,5228897.521,10.5,0.816793893,t
13830,537106.406,5228896.956,10.3,0.528089888,t
13831,537106.441,5228897.068,10.4,0.421319797,t
13832,537106.475,5228897.179,10.5,0.465240642,t
13833,537105.396,5228897.633,10.5,0.451428571,t
13834,537106.509,5228897.29,10.6,0.444444444,t
13835,537106.543,5228897.402,10.6,0.669064748,t
13836,537105.43,5228897.744,10.6,0.382857143,t
13837,537106.578,5228897.513,10.7,0.610738255,t
13838,537105.464,5228897.856,10.7,0.29,t
13839,537105.498,5228897.967,11.3,0.392857143,t
13840,537105.533,5228898.078,11.6,0.521126761,t
13841,537105.567,5228898.19,11.9,0.382857143,t
13842,537105.601,5228898.301,11.9,0.460674157,t
13843,537105.635,5228898.412,11.9,0.502890173,t
13844,537105.413,5228896.896,9.85,0.418604651,t
13845,537106.261,5228896.879,10.5,0.432835821,t
13846,537106.295,5228896.99,10.7,0.393939394,t
13847,537104.419,5228898.421,10.7,0.366666667,t
13848,537106.329,5228897.102,10.9,0.326732673,t
13849,537105.113,5228897.11,10.4,0.434782609,t
13850,537105.147,5228897.222,10.5,0.32,t
13851,537106.364,5228897.213,10.8,0.457446809,t
13852,537104.788,5228896.845,10.1,0.448275862,t
13853,537105.182,5228897.333,10.6,0.522222222,t
13854,537106.398,5228897.325,10.7,0.481481481,t
13855,537105.216,5228897.444,10.5,0.535911602,t
13856,537106.432,5228897.436,10.7,0.641025641,t
13857,537104.822,5228896.956,10,0.358490566,t
13858,537105.25,5228897.556,10.4,0.451612903,t
13859,537106.466,5228897.547,10.7,0.907407407,t
13860,537105.284,5228897.667,10.4,0.371727749,t
13861,537106.501,5228897.659,10.8,0.62406015,t
13862,537104.856,5228897.067,10.2,0.888888889,t
13863,537105.319,5228897.778,10.5,0.465116279,t
13864,537106.535,5228897.77,10.9,0.543209877,t
13865,537105.353,5228897.89,10.9,0.506024096,t
13866,537106.569,5228897.881,11,0.413612565,t
13867,537105.387,5228898.001,11.3,0.390804598,t
13868,537105.421,5228898.112,11.8,0.530864198,t
13869,537105.456,5228898.224,11.9,0.421319797,t
13870,537105.49,5228898.335,11.9,0.356435644,t
13871,537106.149,5228896.913,10.8,0.393939394,t
13872,537106.184,5228897.025,10.9,0.458333333,t
13873,537104.556,5228897.282,10.9,0.330049261,t
13874,537106.218,5228897.136,11,0.451612903,t
13875,537104.591,5228897.393,10.7,0.405405405,t
13876,537106.252,5228897.247,11,0.376237624,t
13877,537104.625,5228897.504,10.7,0.5875,t
13878,537106.286,5228897.359,11,0.441624365,t
13879,537104.659,5228897.616,10.7,0.382978723,t
13880,537106.321,5228897.47,10.9,0.470899471,t
13881,537105.002,5228897.145,10.4,0.508982036,t
13882,537104.693,5228897.727,10.7,0.480662983,t
13883,537105.036,5228897.256,10.5,0.343589744,t
13884,537106.355,5228897.581,10.8,0.714285714,t
13885,537105.07,5228897.367,10.6,0.463157895,t
13886,537104.728,5228897.838,10.7,0.402985075,t
13887,537106.389,5228897.693,10.9,0.607361963,t
13888,537105.104,5228897.479,10.5,0.386138614,t
13889,537106.423,5228897.804,11,0.502824859,t
13890,537104.762,5228897.95,10.7,0.414364641,t
13891,537105.139,5228897.59,10.5,0.407407407,t
13892,537106.458,5228897.916,11.1,0.333333333,t
13893,537105.173,5228897.701,10.5,0.418604651,t
13894,537106.492,5228898.027,11.1,0.466666667,t
13895,537104.796,5228898.061,10.6,0.316326531,t
13896,537105.207,5228897.813,10.5,0.41025641,t
13897,537106.526,5228898.138,11.1,0.423913043,t
13898,537105.241,5228897.924,10.9,0.434210526,t
13899,537106.561,5228898.25,11,0.459770115,t
13900,537105.276,5228898.035,11.1,0.428571429,t
13901,537104.83,5228898.172,10.5,0.469135802,t
13902,537105.31,5228898.147,11.5,0.701492537,t
13903,537104.865,5228898.284,10.5,0.573333333,t
13904,537105.344,5228898.258,11.6,0.411111111,t
13905,537105.379,5228898.369,11.8,0.435028249,t
13906,537106.004,5228896.836,10.8,0.565714286,t
13907,537104.899,5228898.395,10.4,0.587096774,t
13908,537106.038,5228896.948,11,0.491891892,t
13909,537106.072,5228897.059,11.1,0.326923077,t
13910,537106.107,5228897.17,11.1,0.431472081,t
13911,537106.141,5228897.282,11.1,0.505154639,t
13912,537106.175,5228897.393,11.1,0.453608247,t
13913,537105.301,5228896.93,9.15,0.360465116,t
13914,537106.209,5228897.504,11.1,0.413612565,t
13915,537106.244,5228897.616,11.1,0.531428571,t
13916,537106.278,5228897.727,11.1,0.469387755,t
13917,537106.312,5228897.838,11.1,0.443850267,t
13918,537104.89,5228897.179,10.3,0.431693989,t
13919,537106.346,5228897.95,11.1,0.407407407,t
13920,537104.925,5228897.29,10.6,0.454545455,t
13921,537104.959,5228897.402,10.6,0.460674157,t
13922,537106.381,5228898.061,11,0.461077844,t
13923,537104.993,5228897.513,10.6,0.438596491,t
13924,537104.676,5228896.879,10.4,0.438202247,t
13925,537106.415,5228898.172,11,0.425287356,t
13926,537105.027,5228897.624,10.6,0.555555556,t
13927,537106.449,5228898.284,10.9,0.4625,t
13928,537104.71,5228896.99,10.6,0.480662983,t
13929,537106.483,5228898.395,10.9,0.981981982,t
13930,537105.062,5228897.736,10.6,0.441340782,t
13931,537104.745,5228897.102,10.5,0.397849462,t
13932,537105.096,5228897.847,10.6,0.401197605,t
13933,537105.892,5228896.871,11,0.394230769,t
13934,537105.13,5228897.958,10.7,0.489361702,t
13935,537105.927,5228896.982,11.1,0.494736842,t
13936,537105.164,5228898.07,10.9,0.711711712,t
13937,537105.961,5228897.093,11.1,0.436170213,t
13938,537105.199,5228898.181,11,0.943396226,t
13939,537105.995,5228897.205,11.1,0.361502347,t
13940,537105.233,5228898.292,11.2,0.375,t
13941,537106.03,5228897.316,11.1,0.35483871,t
13942,537105.267,5228898.404,11.3,0.387283237,t
13943,537106.064,5228897.427,11.1,0.43,t
13944,537106.098,5228897.539,11.1,0.415841584,t
13945,537106.132,5228897.65,11.2,0.492063492,t
13946,537104.513,5228897.539,10.8,0.472392638,t
13947,537106.167,5228897.761,11.1,0.466666667,t
13948,537104.548,5228897.65,10.8,0.485714286,t
13949,537106.201,5228897.873,11.1,0.4375,t
13950,537104.582,5228897.761,10.8,0.466666667,t
13951,537106.235,5228897.984,11,0.308056872,t
13952,537104.616,5228897.873,10.7,0.402061856,t
13953,537106.269,5228898.095,11,0.441340782,t
13954,537104.65,5228897.984,10.7,0.396039604,t
13955,537106.304,5228898.207,10.9,0.591549296,t
13956,537104.685,5228898.095,10.6,0.342995169,t
13957,537106.338,5228898.318,10.9,0.793650794,t
13958,537104.779,5228897.213,10.4,0.365591398,t
13959,537104.719,5228898.207,10.5,0.436170213,t
13960,537104.813,5228897.324,10.6,0.418994413,t
13961,537104.848,5228897.436,10.7,0.425287356,t
13962,537104.753,5228898.318,10.4,0.548780488,t
13963,537104.882,5228897.547,10.7,0.464968153,t
13964,537105.781,5228896.905,11,0.422885572,t
13965,537104.916,5228897.658,10.6,0.712121212,t
13966,537104.788,5228898.429,10.4,0.564102564,t
13967,537105.815,5228897.016,11.1,0.377990431,t
13968,537105.85,5228897.128,11.1,0.459459459,t
13969,537104.95,5228897.77,10.6,0.50295858,t
13970,537105.884,5228897.239,11,0.462857143,t
13971,537105.918,5228897.35,11,0.447513812,t
13972,537104.985,5228897.881,10.6,0.456790123,t
13973,537105.952,5228897.462,11,0.428571429,t
13974,537105.019,5228897.993,10.6,0.539568345,t
13975,537105.987,5228897.573,11,0.411167513,t
13976,537105.156,5228896.853,9.15,0.431818182,t
13977,537106.021,5228897.684,11.1,0.46961326,t
13978,537105.053,5228898.104,10.6,0.979591837,t
13979,537106.055,5228897.796,11.1,0.454545455,t
13980,537105.19,5228896.965,9.16,0.459119497,t
13981,537105.087,5228898.215,10.5,0.807692308,t
13982,537106.089,5228897.907,11,0.422459893,t
13983,537105.122,5228898.327,10.6,0.367741935,t
13984,537106.124,5228898.018,10.9,0.402173913,t
13985,537105.156,5228898.438,11.1,0.310734463,t
13986,537106.158,5228898.13,10.9,0.336898396,t
13987,537106.192,5228898.241,10.9,0.475609756,t
13988,537106.226,5228898.352,10.9,0.545454545,t
13989,537104.599,5228897.025,10.7,0.447916667,t
13990,537104.668,5228897.247,10.6,0.79020979,t
13991,537104.633,5228897.136,10.7,0.367346939,t
13992,537104.702,5228897.359,10.7,0.402173913,t
13993,537105.67,5228896.939,11.1,0.462365591,t
13994,537104.736,5228897.47,10.7,0.525,t
13995,537105.704,5228897.05,11.1,0.297560976,t
13996,537104.77,5228897.581,10.7,0.479289941,t
13997,537105.738,5228897.162,11,0.473053892,t
13998,537104.805,5228897.693,10.7,0.609467456,t
13999,537105.773,5228897.273,10.9,0.481481481,t
14000,537104.839,5228897.804,10.7,0.465968586,t
14001,537105.807,5228897.384,10.9,0.488095238,t
14002,537104.873,5228897.915,10.7,0.475609756,t
14003,537105.841,5228897.496,10.9,0.524390244,t
14004,537104.907,5228898.027,10.6,0.557377049,t
14005,537105.875,5228897.607,10.9,0.440860215,t
14006,537105.91,5228897.719,10.9,0.443181818,t
14007,537104.942,5228898.138,10.5,0.858585859,t
14008,537105.944,5228897.83,10.9,0.490196078,t
14009,537105.978,5228897.941,11,0.562913907,t
14010,537104.976,5228898.249,10.5,0.978947368,t
14011,537106.012,5228898.053,11.1,0.602941176,t
14012,537106.047,5228898.164,11.2,0.672131148,t
14013,537105.01,5228898.361,10.4,0.529411765,t
14014,537106.081,5228898.275,11.2,0.563380282,t
14015,537106.115,5228898.387,11.2,0.981308411,t
14016,537140.475,5228978.378,9.04,0.342995169,t
14017,537140.509,5228978.489,9.14,0.386243386,t
14018,537140.543,5228978.601,9.23,0.372972973,t
14019,537140.577,5228978.712,9.85,0.413043478,t
14020,537140.612,5228978.823,10,0.346938776,t
14021,537140.646,5228978.935,9.84,0.270718232,t
14022,537141.408,5228977.847,9.3,0.428571429,t
14023,537140.68,5228979.046,9.65,0.443708609,t
14024,537141.442,5228977.958,9.3,0.35678392,t
14025,537140.714,5228979.157,9.53,0.549295775,t
14026,537140.749,5228979.269,9.48,0.497206704,t
14027,537140.783,5228979.38,9.42,0.521472393,t
14028,537140.817,5228979.491,9.33,0.627906977,t
14029,537140.851,5228979.603,9.22,0.458646617,t
14030,537141.742,5228977.744,9,0.404255319,t
14031,537141.777,5228977.856,9.03,0.412935323,t
14032,537140.363,5228978.412,9.03,0.702479339,t
14033,537140.397,5228978.524,9.11,0.65,t
14034,537140.432,5228978.635,9.19,0.403726708,t
14035,537140.466,5228978.746,10.1,0.329842932,t
14036,537140.5,5228978.858,10.1,0.464052288,t
14037,537140.535,5228978.969,9.87,0.59375,t
14038,537141.297,5228977.881,9.35,0.37704918,t
14039,537140.569,5228979.08,9.58,0.963302752,t
14040,537141.331,5228977.993,9.32,0.406593407,t
14041,537140.603,5228979.192,9.53,0.75,t
14042,537140.637,5228979.303,9.5,0.357142857,t
14043,537140.672,5228979.414,9.46,0.326732673,t
14044,537140.706,5228979.526,9.39,0.36,t
14045,537140.74,5228979.637,9.3,0.32183908,t
14046,537140.252,5228978.446,9.05,0.777777778,t
14047,537140.286,5228978.558,9.1,0.728,t
14048,537140.32,5228978.669,9.18,0.776,t
14049,537140.355,5228978.781,9.22,0.373333333,t
14050,537140.389,5228978.892,9.27,0.854545455,t
14051,537140.423,5228979.003,9.7,0.770491803,t
14052,537141.186,5228977.915,9.36,0.384615385,t
14053,537140.457,5228979.115,9.48,0.940298507,t
14054,537141.22,5228978.027,9.32,0.477272727,t
14055,537140.492,5228979.226,9.51,0.466666667,t
14056,537140.526,5228979.337,9.51,0.368421053,t
14057,537140.56,5228979.449,9.49,0.36,t
14058,537140.594,5228979.56,9.46,0.449275362,t
14059,537140.629,5228979.671,9.43,0.305084746,t
14060,537141.631,5228977.778,9.03,0.454545455,t
14061,537141.665,5228977.89,9.11,0.440414508,t
14062,537140.141,5228978.481,9.08,0.782945736,t
14063,537140.175,5228978.592,9.13,0.438596491,t
14064,537140.209,5228978.703,9.2,0.579710145,t
14065,537140.243,5228978.815,9.24,0.671641791,t
14066,537140.278,5228978.926,9.25,0.982300885,t
14067,537140.312,5228979.037,9.27,0.70212766,t
14068,537140.346,5228979.149,9.35,0.456521739,t
14069,537140.38,5228979.26,9.46,0.4875,t
14070,537140.415,5228979.372,9.51,0.46961326,t
14071,537141.04,5228977.838,9.28,0.448275862,t
14072,537140.449,5228979.483,9.5,0.362745098,t
14073,537141.074,5228977.95,9.35,0.272727273,t
14074,537140.483,5228979.594,9.49,0.316831683,t
14075,537141.108,5228978.061,9.33,0.295774648,t
14076,537140.517,5228979.706,9.49,0.493506494,t
14077,537140.029,5228978.515,9.01,0.509202454,t
14078,537140.063,5228978.626,9.08,0.423728814,t
14079,537140.098,5228978.738,9.22,0.457627119,t
14080,537140.132,5228978.849,9.33,0.696551724,t
14081,537140.166,5228978.96,9.33,0.476190476,t
14082,537140.2,5228979.072,9.31,0.409326425,t
14083,537140.235,5228979.183,9.34,0.11965812,t
14084,537140.269,5228979.294,9.44,0.337142857,t
14085,537140.303,5228979.406,9.46,0.453416149,t
14086,537142.59,5228977.727,9.47,0.454545455,t
14087,537142.624,5228977.838,9.51,0.464480874,t
14088,537140.338,5228979.517,9.47,0.363128492,t
14089,537142.659,5228977.95,9.53,0.405940594,t
14090,537140.372,5228979.628,9.49,0.304347826,t
14091,537140.929,5228977.873,9.28,0.97752809,t
14092,537142.693,5228978.061,9.52,0.413461538,t
14093,537140.963,5228977.984,9.33,0.797979798,t
14094,537142.727,5228978.173,9.51,0.454545455,t
14095,537140.997,5228978.095,9.33,0.423076923,t
14096,537140.021,5228978.883,8.78,0.463687151,t
14097,537140.055,5228978.995,8.77,0.412371134,t
14098,537140.089,5228979.106,9.27,0.36318408,t
14099,537140.123,5228979.217,9.31,0.280788177,t
14100,537140.158,5228979.329,9.41,0.344827586,t
14101,537140.192,5228979.44,9.4,0.4375,t
14102,537142.479,5228977.761,9.4,0.56626506,t
14103,537140.226,5228979.551,9.35,0.392670157,t
14104,537142.513,5228977.873,9.45,0.535135135,t
14105,537140.26,5228979.663,9.4,0.367875648,t
14106,537142.547,5228977.984,9.48,0.407407407,t
14107,537140.817,5228977.907,8.18,0.977777778,t
14108,537142.582,5228978.095,9.5,0.411214953,t
14109,537140.851,5228978.018,8.23,0.639344262,t
14110,537142.616,5228978.207,9.48,0.379310345,t
14111,537140.886,5228978.13,8.18,0.524475524,t
14112,537142.65,5228978.318,9.49,0.460784314,t
14113,537142.684,5228978.429,9.53,0.466666667,t
14114,537142.719,5228978.541,9.58,0.37254902,t
14115,537142.753,5228978.652,9.56,0.394230769,t
14116,537142.787,5228978.764,9.47,0.367346939,t
14117,537142.821,5228978.875,9.05,0.588235294,t
14118,537142.856,5228978.986,8.76,0.405128205,t
14119,537142.556,5228977.616,9.37,0.456647399,t
14120,537140.012,5228979.252,9.2,0.353846154,t
14121,537140.046,5228979.363,9.24,0.385365854,t
14122,537140.081,5228979.474,9.24,0.411167513,t
14123,537140.115,5228979.586,9.27,0.378238342,t
14124,537140.149,5228979.697,9.31,0.356435644,t
14125,537140.706,5228977.941,8.15,0.976470588,t
14126,537142.368,5228977.796,9.35,0.386934673,t
14127,537140.74,5228978.053,8.17,0.978021978,t
14128,537142.402,5228977.907,9.37,0.436619718,t
14129,537140.774,5228978.164,8.15,0.833333333,t
14130,537142.436,5228978.018,9.39,0.366515837,t
14131,537142.47,5228978.13,9.41,0.355450237,t
14132,537142.505,5228978.241,9.39,0.371428571,t
14133,537142.539,5228978.352,9.43,0.352380952,t
14134,537142.573,5228978.464,9.48,0.38071066,t
14135,537142.607,5228978.575,9.59,0.385416667,t
14136,537142.642,5228978.686,9.57,0.419354839,t
14137,537142.676,5228978.798,9.47,0.393617021,t
14138,537142.71,5228978.909,9.03,0.375609756,t
14139,537140.003,5228979.62,9.22,0.346153846,t
14140,537142.744,5228979.02,8.71,0.374407583,t
14141,537140.038,5228979.731,9.27,0.317535545,t
14142,537142.779,5228979.132,8.74,0.320574163,t
14143,537142.813,5228979.243,8.74,0.322916667,t
14144,537142.847,5228979.355,8.6,0.415204678,t
14145,537142.256,5228977.83,9.33,0.385365854,t
14146,537140.595,5228977.975,8.16,0.867768595,t
14147,537142.29,5228977.941,9.3,0.367924528,t
14148,537140.629,5228978.087,8.23,0.677966102,t
14149,537142.325,5228978.053,9.3,0.356097561,t
14150,537140.663,5228978.198,8.38,0.97979798,t
14151,537142.359,5228978.164,9.27,0.336683417,t
14152,537142.393,5228978.275,9.25,0.34375,t
14153,537142.427,5228978.387,9.28,0.368932039,t
14154,537142.462,5228978.498,9.43,0.414893617,t
14155,537142.496,5228978.609,8.61,0.385365854,t
14156,537142.53,5228978.721,8.71,0.319796954,t
14157,537142.564,5228978.832,8.65,0.467455621,t
14158,537142.599,5228978.943,8.64,0.428571429,t
14159,537142.633,5228979.055,8.76,0.346733668,t
14160,537142.667,5228979.166,8.67,0.344086022,t
14161,537142.701,5228979.277,8.68,0.287958115,t
14162,537142.736,5228979.389,8.69,0.426966292,t
14163,537142.145,5228977.864,9.28,0.424242424,t
14164,537142.179,5228977.975,9.2,0.376884422,t
14165,537142.213,5228978.087,9.15,0.385416667,t
14166,537142.248,5228978.198,9.14,0.468926554,t
14167,537142.282,5228978.31,9.06,0.40625,t
14168,537140.483,5228978.01,8.23,0.397129187,t
14169,537142.445,5228977.65,9.28,0.528735632,t
14170,537142.316,5228978.421,8.91,0.389671362,t
14171,537140.517,5228978.121,8.38,0.430167598,t
14172,537142.35,5228978.532,8.67,0.349282297,t
14173,537140.552,5228978.232,8.65,0.430232558,t
14174,537142.385,5228978.644,8.6,0.4,t
14175,537142.419,5228978.755,8.62,0.432835821,t
14176,537142.453,5228978.866,8.62,0.523809524,t
14177,537142.487,5228978.978,8.63,0.35828877,t
14178,537142.522,5228979.089,8.63,0.323232323,t
14179,537142.556,5228979.2,8.63,0.436781609,t
14180,537142.59,5228979.312,8.63,0.460526316,t
14181,537142.624,5228979.423,8.62,0.438202247,t
14182,537140.372,5228978.044,8.32,0.301435407,t
14183,537142.033,5228977.898,9.2,0.449438202,t
14184,537140.406,5228978.155,8.55,0.326923077,t
14185,537142.068,5228978.01,9.09,0.346938776,t
14186,537140.44,5228978.267,8.83,0.385365854,t
14187,537142.102,5228978.121,9.03,0.453551913,t
14188,537142.136,5228978.232,8.98,0.431693989,t
14189,537142.17,5228978.344,8.9,0.382198953,t
14190,537142.205,5228978.455,8.78,0.333333333,t
14191,537142.239,5228978.566,8.66,0.381443299,t
14192,537142.273,5228978.678,8.6,0.35483871,t
14193,537142.308,5228978.789,8.6,0.37962963,t
14194,537142.342,5228978.901,8.6,0.343137255,t
14195,537142.376,5228979.012,8.6,0.336633663,t
14196,537142.41,5228979.123,8.6,0.562130178,t
14197,537142.445,5228979.235,8.6,0.346938776,t
14198,537142.479,5228979.346,8.6,0.398907104,t
14199,537142.513,5228979.457,8.6,0.368983957,t
14200,537140.26,5228978.078,8.47,0.372340426,t
14201,537140.295,5228978.19,8.79,0.359116022,t
14202,537140.329,5228978.301,8.96,0.398773006,t
14203,537141.922,5228977.933,9.11,0.44,t
14204,537141.956,5228978.044,9.03,0.339805825,t
14205,537141.991,5228978.155,8.96,0.396825397,t
14206,537142.025,5228978.267,8.91,0.49132948,t
14207,537142.059,5228978.378,8.86,0.497076023,t
14208,537142.093,5228978.489,8.78,0.452513966,t
14209,537142.128,5228978.601,8.68,0.402061856,t
14210,537142.333,5228977.684,9.34,0.367346939,t
14211,537142.162,5228978.712,8.63,0.375609756,t
14212,537142.196,5228978.823,8.61,0.336787565,t
14213,537142.23,5228978.935,8.58,0.300970874,t
14214,537142.265,5228979.046,8.56,0.343915344,t
14215,537142.299,5228979.157,8.56,0.315217391,t
14216,537142.333,5228979.269,8.58,0.264705882,t
14217,537142.367,5228979.38,8.58,0.340101523,t
14218,537140.149,5228978.112,9.15,0.5,t
14219,537140.183,5228978.224,9.12,0.620437956,t
14220,537140.218,5228978.335,9.08,0.57037037,t
14221,537141.811,5228977.967,9.06,0.430051813,t
14222,537141.845,5228978.078,9.07,0.4375,t
14223,537141.879,5228978.19,9.01,0.413612565,t
14224,537141.914,5228978.301,8.92,0.378238342,t
14225,537141.948,5228978.412,8.85,0.369458128,t
14226,537141.588,5228978.035,9.33,0.40776699,t
14227,537141.982,5228978.524,8.78,0.35678392,t
14228,537141.622,5228978.147,9.32,0.387755102,t
14229,537142.016,5228978.635,8.69,0.444444444,t
14230,537141.657,5228978.258,9.29,0.28372093,t
14231,537142.051,5228978.746,8.62,0.333333333,t
14232,537141.691,5228978.369,9.07,0.446327684,t
14233,537142.085,5228978.858,8.59,0.430107527,t
14234,537141.725,5228978.481,8.88,0.506329114,t
14235,537142.119,5228978.969,8.53,0.299492386,t
14236,537141.759,5228978.592,8.78,0.578947368,t
14237,537141.794,5228978.703,8.65,0.388235294,t
14238,537142.153,5228979.08,8.5,0.384615385,t
14239,537141.828,5228978.815,8.57,0.441340782,t
14240,537142.188,5228979.192,8.49,0.768115942,t
14241,537141.862,5228978.926,8.47,0.417582418,t
14242,537142.222,5228979.303,8.5,0.402173913,t
14243,537141.896,5228979.038,8.39,0.325714286,t
14244,537142.256,5228979.414,8.5,0.365079365,t
14245,537140.038,5228978.147,8.48,0.98019802,t
14246,537141.931,5228979.149,8.3,0.423312883,t
14247,537140.072,5228978.258,9,0.685714286,t
14248,537141.965,5228979.26,8.2,0.367875648,t
14249,537140.106,5228978.369,9.09,0.527777778,t
14250,537141.999,5228979.372,8.13,0.367816092,t
14251,537142.033,5228979.483,8.08,0.493670886,t
14252,537141.477,5228978.07,9.34,0.353535354,t
14253,537142.188,5228977.607,9.32,0.414893617,t
14254,537141.511,5228978.181,9.34,0.392670157,t
14255,537141.699,5228978.001,9.22,0.46,t
14256,537141.545,5228978.292,9.25,0.344086022,t
