"V1" "V2" "V3"
"3904" 45 13 0
"3905" 45 14 0
"3906" 45 15 0
"3907" 45 16 0
"3908" 45 17 0
"3909" 45 18 0
"3910" 45 19 0
"3911" 45 20 0
"3912" 45 21 0
"3913" 45 22 0
"3914" 45 23 0
"3915" 45 24 0
"3916" 45 25 0
"3917" 45 26 0
"3918" 45 27 0
"3919" 45 28 0
"3920" 45 29 0
"3921" 45 30 0
"3922" 45 31 0
"3923" 45 32 0
"3924" 45 33 0
"3925" 45 34 0
"3926" 45 35 0
"3927" 45 36 0
"3928" 45 37 0
"3929" 45 38 0
"3930" 45 39 0
"3931" 45 40 0
"3932" 45 41 0
"3933" 45 42 0
"3934" 45 43 0
"3935" 45 44 0
"3936" 45 45 0
"3937" 45 46 0
"3938" 45 47 0
"3939" 45 48 0
"3940" 45 49 0
"3941" 45 50 0
"3942" 45 51 0
"3943" 45 52 0
"3944" 45 53 0
"3945" 45 54 0
"3946" 45 55 0
"3947" 45 56 0
"3948" 45 57 0
"3949" 45 58 0
"3950" 45 59 0
"3951" 45 60 0
"3952" 45 61 0
"3953" 45 62 0
"3954" 45 63 0
"3955" 45 64 0
"3956" 45 65 0
"3957" 45 66 0
"3958" 45 67 0
"3959" 45 68 0
"3960" 45 69 0
"3961" 45 70 0
"3962" 45 71 0
"3963" 45 72 0
"3964" 45 73 0
"3965" 45 74 0
"3966" 45 75 0
"3967" 45 76 0
"3968" 45 77 0
"3969" 45 78 0
"3970" 45 79 0
"3971" 45 80 0
"3972" 45 81 0
"3973" 45 82 0
"3974" 45 83 0
"3975" 45 84 0
"3976" 45 85 0
"3977" 45 86 0
"3978" 45 87 0
"3979" 46 1 0
"3980" 46 2 0
"3981" 46 3 0
"3982" 46 4 0
"3983" 46 5 0
"3984" 46 6 0
"3985" 46 7 0
"3986" 46 8 0
"3987" 46 9 0
"3988" 46 10 0
"3989" 46 11 0
"3990" 46 12 0
"3991" 46 13 0
"3992" 46 14 0
"3993" 46 15 0
"3994" 46 16 0
"3995" 46 17 0
"3996" 46 18 0
"3997" 46 19 0
"3998" 46 20 0
"3999" 46 21 0
"4000" 46 22 0
"4001" 46 23 0
"4002" 46 24 0
"4003" 46 25 0
"4004" 46 26 0
"4005" 46 27 0
"4006" 46 28 0
"4007" 46 29 0
"4008" 46 30 0
"4009" 46 31 0
"4010" 46 32 0
"4011" 46 33 0
"4012" 46 34 0
"4013" 46 35 0
"4014" 46 36 0
"4015" 46 37 0
"4016" 46 38 0
"4017" 46 39 0
"4018" 46 40 0
"4019" 46 41 0
"4020" 46 42 0
"4021" 46 43 0
"4022" 46 44 0
"4023" 46 45 0
"4024" 46 46 0
"4025" 46 47 0
"4026" 46 48 0
"4027" 46 49 0
"4028" 46 50 0
"4029" 46 51 0
"4030" 46 52 0
"4031" 46 53 0
"4032" 46 54 0
"4033" 46 55 0
"4034" 46 56 0
"4035" 46 57 0
"4036" 46 58 0
"4037" 46 59 0
"4038" 46 60 0
"4039" 46 61 0
"4040" 46 62 0
"4041" 46 63 0
"4042" 46 64 0
"4043" 46 65 0
"4044" 46 66 0
"4045" 46 67 0
"4046" 46 68 0
"4047" 46 69 0
"4048" 46 70 0
"4049" 46 71 0
"4050" 46 72 0
"4051" 46 73 0
"4052" 46 74 0
"4053" 46 75 0
"4054" 46 76 0
"4055" 46 77 0
"4056" 46 78 0
"4057" 46 79 0
"4058" 46 80 0
"4059" 46 81 0
"4060" 46 82 0
"4061" 46 83 0
"4062" 46 84 0
"4063" 46 85 0
"4064" 46 86 0
"4065" 46 87 0
"4066" 47 1 0
"4067" 47 2 0
"4068" 47 3 0
"4069" 47 4 0
"4070" 47 5 0
"4071" 47 6 0
"4072" 47 7 0
"4073" 47 8 0
"4074" 47 9 0
"4075" 47 10 0
"4076" 47 11 0
"4077" 47 12 0
"4078" 47 13 0
"4079" 47 14 0
"4080" 47 15 0
"4081" 47 16 0
"4082" 47 17 0
"4083" 47 18 0
"4084" 47 19 0
"4085" 47 20 0
"4086" 47 21 0
"4087" 47 22 0
"4088" 47 23 0
"4089" 47 24 0
"4090" 47 25 0
"4091" 47 26 0
"4092" 47 27 0
"4093" 47 28 0
"4094" 47 29 0
"4095" 47 30 0
"4096" 47 31 0
"4097" 47 32 0
"4098" 47 33 0
"4099" 47 34 0
"4100" 47 35 0
"4101" 47 36 0
"4102" 47 37 0
"4103" 47 38 0
"4104" 47 39 0
"4105" 47 40 0
"4106" 47 41 0
"4107" 47 42 0
"4108" 47 43 0
"4109" 47 44 0
"4110" 47 45 0
"4111" 47 46 0
"4112" 47 47 0
"4113" 47 48 0
"4114" 47 49 0
"4115" 47 50 0
"4116" 47 51 0
"4117" 47 52 0
"4118" 47 53 0
"4119" 47 54 0
"4120" 47 55 0
"4121" 47 56 0
"4122" 47 57 0
"4123" 47 58 0
"4124" 47 59 0
"4125" 47 60 0
"4126" 47 61 0
"4127" 47 62 0
"4128" 47 63 0
"4129" 47 64 0
"4130" 47 65 0
"4131" 47 66 0
"4132" 47 67 0
"4133" 47 68 0
"4134" 47 69 0
"4135" 47 70 0
"4136" 47 71 0
"4137" 47 72 0
"4138" 47 73 0
"4139" 47 74 0
"4140" 47 75 0
"4141" 47 76 0
"4142" 47 77 0
"4143" 47 78 0
"4144" 47 79 0
"4145" 47 80 0
"4146" 47 81 0
"4147" 47 82 0
"4148" 47 83 0
"4149" 47 84 0
"4150" 47 85 0
"4151" 47 86 0
"4152" 47 87 0
"4153" 48 1 0
"4154" 48 2 0
"4155" 48 3 0
"4156" 48 4 0
"4157" 48 5 0
"4158" 48 6 0
"4159" 48 7 0
"4160" 48 8 0
"4161" 48 9 0
"4162" 48 10 0
"4163" 48 11 0
"4164" 48 12 0
"4165" 48 13 0
"4166" 48 14 0
"4167" 48 15 0
"4168" 48 16 0
"4169" 48 17 0
"4170" 48 18 0
"4171" 48 19 0
"4172" 48 20 0
"4173" 48 21 0
"4174" 48 22 0
"4175" 48 23 0
"4176" 48 24 0
"4177" 48 25 0
"4178" 48 26 0
"4179" 48 27 0
"4180" 48 28 0
"4181" 48 29 0
"4182" 48 30 0
"4183" 48 31 0
"4184" 48 32 0
"4185" 48 33 0
"4186" 48 34 0
"4187" 48 35 0
"4188" 48 36 0
"4189" 48 37 0
"4190" 48 38 0
"4191" 48 39 0
"4192" 48 40 0
"4193" 48 41 0
"4194" 48 42 0
"4195" 48 43 0
"4196" 48 44 0
"4197" 48 45 0
"4198" 48 46 0
"4199" 48 47 0
"4200" 48 48 0
"4201" 48 49 0
"4202" 48 50 0
"4203" 48 51 0
"4204" 48 52 0
"4205" 48 53 0
"4206" 48 54 0
"4207" 48 55 0
"4208" 48 56 0
"4209" 48 57 0
"4210" 48 58 0
"4211" 48 59 0
"4212" 48 60 0
"4213" 48 61 0
"4214" 48 62 0
"4215" 48 63 0
"4216" 48 64 0
"4217" 48 65 0
"4218" 48 66 0
"4219" 48 67 0
"4220" 48 68 0
"4221" 48 69 0
"4222" 48 70 0
"4223" 48 71 0
"4224" 48 72 0
"4225" 48 73 0
"4226" 48 74 0
"4227" 48 75 0
"4228" 48 76 0
"4229" 48 77 0
"4230" 48 78 0
"4231" 48 79 0
"4232" 48 80 0
"4233" 48 81 0
"4234" 48 82 0
"4235" 48 83 0
"4236" 48 84 0
"4237" 48 85 0
"4238" 48 86 0
"4239" 48 87 0
"4240" 49 1 0
"4241" 49 2 0
"4242" 49 3 0
"4243" 49 4 0
"4244" 49 5 0
"4245" 49 6 0
"4246" 49 7 0
"4247" 49 8 0
"4248" 49 9 0
"4249" 49 10 0
"4250" 49 11 0
"4251" 49 12 0
"4252" 49 13 0
"4253" 49 14 0
"4254" 49 15 0
"4255" 49 16 0
"4256" 49 17 0
"4257" 49 18 0
"4258" 49 19 0
"4259" 49 20 0
"4260" 49 21 0
"4261" 49 22 0
"4262" 49 23 0
"4263" 49 24 0
"4264" 49 25 0
"4265" 49 26 0
"4266" 49 27 0
"4267" 49 28 0
"4268" 49 29 0
"4269" 49 30 0
"4270" 49 31 0
"4271" 49 32 0
"4272" 49 33 0
"4273" 49 34 0
"4274" 49 35 0
"4275" 49 36 0
"4276" 49 37 0
"4277" 49 38 0
"4278" 49 39 0
"4279" 49 40 0
"4280" 49 41 0
"4281" 49 42 0
"4282" 49 43 0
"4283" 49 44 0
"4284" 49 45 0
"4285" 49 46 0
"4286" 49 47 0
"4287" 49 48 0
"4288" 49 49 0
"4289" 49 50 0
"4290" 49 51 0
"4291" 49 52 0
"4292" 49 53 0
"4293" 49 54 0
"4294" 49 55 0
"4295" 49 56 0
"4296" 49 57 0
"4297" 49 58 0
"4298" 49 59 0
"4299" 49 60 0
"4300" 49 61 0
"4301" 49 62 0
"4302" 49 63 0
"4303" 49 64 0
"4304" 49 65 0
"4305" 49 66 0
"4306" 49 67 0
"4307" 49 68 0
"4308" 49 69 0
"4309" 49 70 0
"4310" 49 71 0
"4311" 49 72 0
"4312" 49 73 0
"4313" 49 74 0
"4314" 49 75 0
"4315" 49 76 0
"4316" 49 77 0
"4317" 49 78 0
"4318" 49 79 0
"4319" 49 80 0
"4320" 49 81 0
"4321" 49 82 0
"4322" 49 83 0
"4323" 49 84 0
"4324" 49 85 0
"4325" 49 86 0
"4326" 49 87 0
"4327" 50 1 0
"4328" 50 2 0
"4329" 50 3 0
"4330" 50 4 0
"4331" 50 5 0
"4332" 50 6 0
"4333" 50 7 0
"4334" 50 8 0
"4335" 50 9 0
"4336" 50 10 0
"4337" 50 11 0
"4338" 50 12 0
"4339" 50 13 0
"4340" 50 14 0
"4341" 50 15 0
"4342" 50 16 0
"4343" 50 17 0
"4344" 50 18 0
"4345" 50 19 0
"4346" 50 20 0
"4347" 50 21 0
"4348" 50 22 0
"4349" 50 23 0
"4350" 50 24 0
"4351" 50 25 0
"4352" 50 26 0
"4353" 50 27 0
"4354" 50 28 0
"4355" 50 29 0
"4356" 50 30 0
"4357" 50 31 0
"4358" 50 32 0
"4359" 50 33 0
"4360" 50 34 0
"4361" 50 35 0
"4362" 50 36 0
"4363" 50 37 0
"4364" 50 38 0
"4365" 50 39 0
"4366" 50 40 0
"4367" 50 41 0
"4368" 50 42 0
"4369" 50 43 0
"4370" 50 44 0
"4371" 50 45 0
"4372" 50 46 0
"4373" 50 47 0
"4374" 50 48 0
"4375" 50 49 0
"4376" 50 50 0
"4377" 50 51 0
"4378" 50 52 0
"4379" 50 53 0
"4380" 50 54 0
"4381" 50 55 0
"4382" 50 56 0
"4383" 50 57 0
"4384" 50 58 0
"4385" 50 59 0
"4386" 50 60 0
"4387" 50 61 0
"4388" 50 62 0
"4389" 50 63 0
"4390" 50 64 0
"4391" 50 65 0
"4392" 50 66 0
"4393" 50 67 0
"4394" 50 68 0
"4395" 50 69 0
"4396" 50 70 0
"4397" 50 71 0
"4398" 50 72 0
"4399" 50 73 0
"4400" 50 74 0
"4401" 50 75 0
"4402" 50 76 0
"4403" 50 77 0
"4404" 50 78 0
"4405" 50 79 0
"4406" 50 80 0
"4407" 50 81 0
"4408" 50 82 0
"4409" 50 83 0
"4410" 50 84 0
"4411" 50 85 0
"4412" 50 86 0
"4413" 50 87 0
"4414" 51 1 0
"4415" 51 2 0
"4416" 51 3 0
"4417" 51 4 0
"4418" 51 5 0
"4419" 51 6 0
"4420" 51 7 0
"4421" 51 8 0
"4422" 51 9 0
"4423" 51 10 0
"4424" 51 11 0
"4425" 51 12 0
"4426" 51 13 0
"4427" 51 14 0
"4428" 51 15 0
"4429" 51 16 0
"4430" 51 17 0
"4431" 51 18 0
"4432" 51 19 0
"4433" 51 20 0
"4434" 51 21 0
"4435" 51 22 0
"4436" 51 23 0
"4437" 51 24 0
"4438" 51 25 0
"4439" 51 26 0
"4440" 51 27 0
"4441" 51 28 0
"4442" 51 29 0
"4443" 51 30 0
"4444" 51 31 0
"4445" 51 32 0
"4446" 51 33 0
"4447" 51 34 0
"4448" 51 35 0
"4449" 51 36 0
"4450" 51 37 0
"4451" 51 38 0
"4452" 51 39 0
"4453" 51 40 0
"4454" 51 41 0
"4455" 51 42 0
"4456" 51 43 0
"4457" 51 44 0
"4458" 51 45 0
"4459" 51 46 0
"4460" 51 47 0
"4461" 51 48 0
"4462" 51 49 0
"4463" 51 50 0
"4464" 51 51 0
"4465" 51 52 0
"4466" 51 53 0
"4467" 51 54 0
"4468" 51 55 0
"4469" 51 56 0
"4470" 51 57 0
"4471" 51 58 0
"4472" 51 59 0
"4473" 51 60 0
"4474" 51 61 0
"4475" 51 62 0
"4476" 51 63 0
"4477" 51 64 0
"4478" 51 65 0
"4479" 51 66 0
"4480" 51 67 0
"4481" 51 68 0
"4482" 51 69 0
"4483" 51 70 0
"4484" 51 71 0
"4485" 51 72 0
"4486" 51 73 0
"4487" 51 74 0
"4488" 51 75 0
"4489" 51 76 0
"4490" 51 77 0
"4491" 51 78 0
"4492" 51 79 0
"4493" 51 80 0
"4494" 51 81 0
"4495" 51 82 0
"4496" 51 83 0
"4497" 51 84 0
"4498" 51 85 0
"4499" 51 86 0
"4500" 51 87 0
"4501" 52 1 0
"4502" 52 2 0
"4503" 52 3 0
"4504" 52 4 0
"4505" 52 5 0
"4506" 52 6 0
"4507" 52 7 0
"4508" 52 8 0
"4509" 52 9 0
"4510" 52 10 0
"4511" 52 11 0
"4512" 52 12 0
"4513" 52 13 0
"4514" 52 14 0
"4515" 52 15 0
"4516" 52 16 0
"4517" 52 17 0
"4518" 52 18 0
"4519" 52 19 0
"4520" 52 20 0
"4521" 52 21 0
"4522" 52 22 0
"4523" 52 23 0
"4524" 52 24 0
"4525" 52 25 0
"4526" 52 26 0
"4527" 52 27 0
"4528" 52 28 0
"4529" 52 29 0
"4530" 52 30 0
"4531" 52 31 0
"4532" 52 32 0
"4533" 52 33 0
"4534" 52 34 0
"4535" 52 35 0
"4536" 52 36 0
"4537" 52 37 0
"4538" 52 38 0
"4539" 52 39 0
"4540" 52 40 0
"4541" 52 41 0
"4542" 52 42 0
"4543" 52 43 0
"4544" 52 44 0
"4545" 52 45 0
"4546" 52 46 0
"4547" 52 47 0
"4548" 52 48 0
"4549" 52 49 0
"4550" 52 50 0
"4551" 52 51 0
"4552" 52 52 0
"4553" 52 53 0
"4554" 52 54 0
"4555" 52 55 0
"4556" 52 56 0
"4557" 52 57 0
"4558" 52 58 0
"4559" 52 59 0
"4560" 52 60 0
"4561" 52 61 0
"4562" 52 62 0
"4563" 52 63 0
"4564" 52 64 0
"4565" 52 65 0
"4566" 52 66 0
"4567" 52 67 0
"4568" 52 68 0
"4569" 52 69 0
"4570" 52 70 0
"4571" 52 71 0
"4572" 52 72 0
"4573" 52 73 0
"4574" 52 74 0
"4575" 52 75 0
"4576" 52 76 0
"4577" 52 77 0
"4578" 52 78 0
"4579" 52 79 0
"4580" 52 80 0
"4581" 52 81 0
"4582" 52 82 0
"4583" 52 83 0
"4584" 52 84 0
"4585" 52 85 0
"4586" 52 86 0
"4587" 52 87 0
"4588" 53 1 0
"4589" 53 2 0
"4590" 53 3 0
"4591" 53 4 0
"4592" 53 5 0
"4593" 53 6 0
"4594" 53 7 0
"4595" 53 8 0
"4596" 53 9 0
"4597" 53 10 0
"4598" 53 11 0
"4599" 53 12 0
"4600" 53 13 0
"4601" 53 14 0
"4602" 53 15 0
"4603" 53 16 0
"4604" 53 17 0
"4605" 53 18 0
"4606" 53 19 0
"4607" 53 20 0
"4608" 53 21 0
"4609" 53 22 0
"4610" 53 23 0
"4611" 53 24 0
"4612" 53 25 0
"4613" 53 26 0
"4614" 53 27 0
"4615" 53 28 0
"4616" 53 29 0
"4617" 53 30 0
"4618" 53 31 0
"4619" 53 32 0
"4620" 53 33 0
"4621" 53 34 0
"4622" 53 35 0
"4623" 53 36 0
"4624" 53 37 0
"4625" 53 38 0
"4626" 53 39 0
"4627" 53 40 0
"4628" 53 41 0
"4629" 53 42 0
"4630" 53 43 0
"4631" 53 44 0
"4632" 53 45 0
"4633" 53 46 0
"4634" 53 47 0
"4635" 53 48 0
"4636" 53 49 0
"4637" 53 50 0
"4638" 53 51 0
"4639" 53 52 0
"4640" 53 53 0
"4641" 53 54 0
"4642" 53 55 0
"4643" 53 56 0
"4644" 53 57 0
"4645" 53 58 0
"4646" 53 59 0
"4647" 53 60 0
"4648" 53 61 0
"4649" 53 62 0
"4650" 53 63 0
"4651" 53 64 0
"4652" 53 65 0
"4653" 53 66 0
"4654" 53 67 0
"4655" 53 68 0
"4656" 53 69 0
"4657" 53 70 0
"4658" 53 71 0
"4659" 53 72 0
"4660" 53 73 0
"4661" 53 74 0
"4662" 53 75 0
"4663" 53 76 0
"4664" 53 77 0
"4665" 53 78 0
"4666" 53 79 0
"4667" 53 80 0
"4668" 53 81 0
"4669" 53 82 0
"4670" 53 83 0
"4671" 53 84 0
"4672" 53 85 0
"4673" 53 86 0
"4674" 53 87 0
"4675" 54 1 0
"4676" 54 2 0
"4677" 54 3 0
"4678" 54 4 0
"4679" 54 5 0
"4680" 54 6 0
"4681" 54 7 0
"4682" 54 8 0
"4683" 54 9 0
"4684" 54 10 0
"4685" 54 11 0
"4686" 54 12 0
"4687" 54 13 0
"4688" 54 14 0
"4689" 54 15 0
"4690" 54 16 0
"4691" 54 17 0
"4692" 54 18 0
"4693" 54 19 0
"4694" 54 20 0
"4695" 54 21 0
"4696" 54 22 0
"4697" 54 23 0
"4698" 54 24 0
"4699" 54 25 0
"4700" 54 26 0
"4701" 54 27 0
"4702" 54 28 0
"4703" 54 29 0
"4704" 54 30 0
"4705" 54 31 0
"4706" 54 32 0
"4707" 54 33 0
"4708" 54 34 0
"4709" 54 35 0
"4710" 54 36 0
"4711" 54 37 0
"4712" 54 38 0
"4713" 54 39 0
"4714" 54 40 0
"4715" 54 41 0
"4716" 54 42 0
"4717" 54 43 0
"4718" 54 44 0
"4719" 54 45 0
"4720" 54 46 0
"4721" 54 47 0
"4722" 54 48 0
"4723" 54 49 0
"4724" 54 50 0
"4725" 54 51 0
"4726" 54 52 0
"4727" 54 53 0
"4728" 54 54 0
"4729" 54 55 0
"4730" 54 56 0
"4731" 54 57 0
"4732" 54 58 0
"4733" 54 59 0
"4734" 54 60 0
"4735" 54 61 0
"4736" 54 62 0
"4737" 54 63 0
"4738" 54 64 0
"4739" 54 65 0
"4740" 54 66 0
"4741" 54 67 0
"4742" 54 68 0
"4743" 54 69 0
"4744" 54 70 0
"4745" 54 71 0
"4746" 54 72 0
"4747" 54 73 0
"4748" 54 74 0
"4749" 54 75 0
"4750" 54 76 0
"4751" 54 77 0
"4752" 54 78 0
"4753" 54 79 0
"4754" 54 80 0
"4755" 54 81 0
"4756" 54 82 0
"4757" 54 83 0
"4758" 54 84 0
"4759" 54 85 0
"4760" 54 86 0
"4761" 54 87 0
"4762" 55 1 0
"4763" 55 2 0
"4764" 55 3 0
"4765" 55 4 0
"4766" 55 5 0
"4767" 55 6 0
"4768" 55 7 0
"4769" 55 8 0
"4770" 55 9 0
"4771" 55 10 0
"4772" 55 11 0
"4773" 55 12 0
"4774" 55 13 0
"4775" 55 14 0
"4776" 55 15 0
"4777" 55 16 0
"4778" 55 17 0
"4779" 55 18 0
"4780" 55 19 0
"4781" 55 20 0
"4782" 55 21 0
"4783" 55 22 0
"4784" 55 23 0
"4785" 55 24 0
"4786" 55 25 0
"4787" 55 26 0
"4788" 55 27 0
"4789" 55 28 0
"4790" 55 29 0
"4791" 55 30 0
"4792" 55 31 0
"4793" 55 32 0
"4794" 55 33 0
"4795" 55 34 0
"4796" 55 35 0
"4797" 55 36 0
"4798" 55 37 0
"4799" 55 38 0
"4800" 55 39 0
"4801" 55 40 0
"4802" 55 41 0
"4803" 55 42 0
"4804" 55 43 0
"4805" 55 44 0
"4806" 55 45 0
"4807" 55 46 0
"4808" 55 47 0
"4809" 55 48 0
"4810" 55 49 0
"4811" 55 50 0
"4812" 55 51 0
"4813" 55 52 0
"4814" 55 53 0
"4815" 55 54 0
"4816" 55 55 0
"4817" 55 56 0
"4818" 55 57 0
"4819" 55 58 0
"4820" 55 59 0
"4821" 55 60 0
"4822" 55 61 0
"4823" 55 62 0
"4824" 55 63 0
"4825" 55 64 0
"4826" 55 65 0
"4827" 55 66 0
"4828" 55 67 0
"4829" 55 68 0
"4830" 55 69 0
"4831" 55 70 0
"4832" 55 71 0
"4833" 55 72 0
"4834" 55 73 0
"4835" 55 74 0
"4836" 55 75 0
"4837" 55 76 0
"4838" 55 77 0
"4839" 55 78 0
"4840" 55 79 0
"4841" 55 80 0
"4842" 55 81 0
"4843" 55 82 0
"4844" 55 83 0
"4845" 55 84 0
"4846" 55 85 0
"4847" 55 86 0
"4848" 55 87 0
"4849" 56 1 0
"4850" 56 2 0
"4851" 56 3 0
"4852" 56 4 0
"4853" 56 5 0
"4854" 56 6 0
"4855" 56 7 0
"4856" 56 8 0
"4857" 56 9 0
"4858" 56 10 0
"4859" 56 11 0
"4860" 56 12 0
"4861" 56 13 0
"4862" 56 14 0
"4863" 56 15 0
"4864" 56 16 0
"4865" 56 17 0
"4866" 56 18 0
"4867" 56 19 0
"4868" 56 20 0
"4869" 56 21 0
"4870" 56 22 0
"4871" 56 23 0
"4872" 56 24 0
"4873" 56 25 0
"4874" 56 26 0
"4875" 56 27 0
"4876" 56 28 0
"4877" 56 29 0
"4878" 56 30 0
"4879" 56 31 0
"4880" 56 32 0
"4881" 56 33 0
"4882" 56 34 0
"4883" 56 35 0
"4884" 56 36 0
"4885" 56 37 0
"4886" 56 38 0
"4887" 56 39 0
"4888" 56 40 0
"4889" 56 41 0
"4890" 56 42 0
"4891" 56 43 0
"4892" 56 44 0
"4893" 56 45 0
"4894" 56 46 0
"4895" 56 47 0
"4896" 56 48 0
"4897" 56 49 0
"4898" 56 50 0
"4899" 56 51 0
"4900" 56 52 0
"4901" 56 53 0
"4902" 56 54 0
"4903" 56 55 0
"4904" 56 56 0
"4905" 56 57 0
"4906" 56 58 0
"4907" 56 59 0
"4908" 56 60 0
"4909" 56 61 0
"4910" 56 62 0
"4911" 56 63 0
"4912" 56 64 0
"4913" 56 65 0
"4914" 56 66 0
"4915" 56 67 0
"4916" 56 68 0
"4917" 56 69 0
"4918" 56 70 0
"4919" 56 71 0
"4920" 56 72 0
"4921" 56 73 0
"4922" 56 74 0
"4923" 56 75 0
"4924" 56 76 0
"4925" 56 77 0
"4926" 56 78 0
"4927" 56 79 0
"4928" 56 80 0
"4929" 56 81 0
"4930" 56 82 0
"4931" 56 83 0
"4932" 56 84 0
"4933" 56 85 0
"4934" 56 86 0
"4935" 56 87 0
"4936" 57 1 0
"4937" 57 2 0
"4938" 57 3 0
"4939" 57 4 0
"4940" 57 5 0
"4941" 57 6 0
"4942" 57 7 0
"4943" 57 8 0
"4944" 57 9 0
"4945" 57 10 0
"4946" 57 11 0
"4947" 57 12 0
"4948" 57 13 0
"4949" 57 14 0
"4950" 57 15 0
"4951" 57 16 0
"4952" 57 17 0
"4953" 57 18 0
"4954" 57 19 0
"4955" 57 20 0
"4956" 57 21 0
"4957" 57 22 0
"4958" 57 23 0
"4959" 57 24 0
"4960" 57 25 0
"4961" 57 26 0
"4962" 57 27 0
"4963" 57 28 0
"4964" 57 29 0
"4965" 57 30 0
"4966" 57 31 0
"4967" 57 32 0
"4968" 57 33 0
"4969" 57 34 0
"4970" 57 35 0
"4971" 57 36 0
"4972" 57 37 0
"4973" 57 38 0
"4974" 57 39 0
"4975" 57 40 0
"4976" 57 41 0
"4977" 57 42 0
"4978" 57 43 0
"4979" 57 44 0
"4980" 57 45 0
"4981" 57 46 0
"4982" 57 47 0
"4983" 57 48 0
"4984" 57 49 0
"4985" 57 50 0
"4986" 57 51 0
"4987" 57 52 0
"4988" 57 53 0
"4989" 57 54 0
"4990" 57 55 0
"4991" 57 56 0
"4992" 57 57 0
"4993" 57 58 0
"4994" 57 59 0
"4995" 57 60 0
"4996" 57 61 0
"4997" 57 62 0
"4998" 57 63 0
"4999" 57 64 0
"5000" 57 65 0
"5001" 57 66 0
"5002" 57 67 0
"5003" 57 68 0
"5004" 57 69 0
"5005" 57 70 0
"5006" 57 71 0
"5007" 57 72 0
"5008" 57 73 0
"5009" 57 74 0
"5010" 57 75 0
"5011" 57 76 0
"5012" 57 77 0
"5013" 57 78 0
"5014" 57 79 0
"5015" 57 80 0
"5016" 57 81 0
"5017" 57 82 0
"5018" 57 83 0
"5019" 57 84 0
"5020" 57 85 0
"5021" 57 86 0
"5022" 57 87 0
"5023" 58 1 0
"5024" 58 2 0
"5025" 58 3 0
"5026" 58 4 0
"5027" 58 5 0
"5028" 58 6 0
"5029" 58 7 0
"5030" 58 8 0
"5031" 58 9 0
"5032" 58 10 0
"5033" 58 11 0
"5034" 58 12 0
"5035" 58 13 0
"5036" 58 14 0
"5037" 58 15 0
"5038" 58 16 0
"5039" 58 17 0
"5040" 58 18 0
"5041" 58 19 0
"5042" 58 20 0
"5043" 58 21 0
"5044" 58 22 0
"5045" 58 23 0
"5046" 58 24 0
"5047" 58 25 0
"5048" 58 26 0
"5049" 58 27 0
"5050" 58 28 0
"5051" 58 29 0
"5052" 58 30 0
"5053" 58 31 0
"5054" 58 32 0
"5055" 58 33 0
"5056" 58 34 0
"5057" 58 35 0
"5058" 58 36 0
"5059" 58 37 0
"5060" 58 38 0
"5061" 58 39 0
"5062" 58 40 0
"5063" 58 41 0
"5064" 58 42 0
"5065" 58 43 0
"5066" 58 44 0
"5067" 58 45 0
"5068" 58 46 0
"5069" 58 47 0
"5070" 58 48 0
"5071" 58 49 0
"5072" 58 50 0
"5073" 58 51 0
"5074" 58 52 0
"5075" 58 53 0
"5076" 58 54 0
"5077" 58 55 0
"5078" 58 56 0
"5079" 58 57 0
"5080" 58 58 0
"5081" 58 59 0
"5082" 58 60 0
"5083" 58 61 0
"5084" 58 62 0
"5085" 58 63 0
"5086" 58 64 0
"5087" 58 65 0
"5088" 58 66 0
"5089" 58 67 0
"5090" 58 68 0
"5091" 58 69 0
"5092" 58 70 0
"5093" 58 71 0
"5094" 58 72 0
"5095" 58 73 0
"5096" 58 74 0
"5097" 58 75 0
"5098" 58 76 0
"5099" 58 77 0
"5100" 58 78 0
"5101" 58 79 0
"5102" 58 80 0
"5103" 58 81 0
"5104" 58 82 0
"5105" 58 83 0
"5106" 58 84 0
"5107" 58 85 0
"5108" 58 86 0
"5109" 58 87 0
"5110" 59 1 0
"5111" 59 2 0
"5112" 59 3 0
"5113" 59 4 0
"5114" 59 5 0
"5115" 59 6 0
"5116" 59 7 0
"5117" 59 8 0
"5118" 59 9 0
"5119" 59 10 0
"5120" 59 11 0
"5121" 59 12 0
"5122" 59 13 0
"5123" 59 14 0
"5124" 59 15 0
"5125" 59 16 0
"5126" 59 17 0
"5127" 59 18 0
"5128" 59 19 0
"5129" 59 20 0
"5130" 59 21 0
"5131" 59 22 0
"5132" 59 23 0
"5133" 59 24 0
"5134" 59 25 0
"5135" 59 26 0
"5136" 59 27 0
"5137" 59 28 0
"5138" 59 29 0
"5139" 59 30 0
"5140" 59 31 0
"5141" 59 32 0
"5142" 59 33 0
"5143" 59 34 0
"5144" 59 35 0
"5145" 59 36 0
"5146" 59 37 0
"5147" 59 38 0
"5148" 59 39 0
"5149" 59 40 0
"5150" 59 41 0
"5151" 59 42 0
"5152" 59 43 0
"5153" 59 44 0
"5154" 59 45 0
"5155" 59 46 0
"5156" 59 47 0
"5157" 59 48 0
"5158" 59 49 0
"5159" 59 50 0
"5160" 59 51 0
"5161" 59 52 0
"5162" 59 53 0
"5163" 59 54 0
"5164" 59 55 0
"5165" 59 56 0
"5166" 59 57 0
"5167" 59 58 0
"5168" 59 59 0
"5169" 59 60 0
"5170" 59 61 0
"5171" 59 62 0
"5172" 59 63 0
"5173" 59 64 0
"5174" 59 65 0
